song_id,count,user_id
dTQMd2I3drE,1,1
CzmiPn1BJms,1,1
3B4cfWpSGIU,1,1
sHGe5L_Ovms,1,1
cAgHK47Y1-o,1,1
jhKqORLFvOE,1,1
rDg9_Djpgqo,1,1
-HyCnyfnmNc,1,1
2nMmQ8kIoUQ,1,1
H5BqyluKkk0,1,1
_U2cs3Nr_s0,1,1
FftHCO1PsYs,1,1
XvIpLfV5GKo,1,1
5oL9UXx6pog,1,1
MGYJuETPQEg,1,1
eqJpSwii0hE,1,1
99T2hwdcE2Q,1,1
1q_k3qsP6Ec,1,1
wOy2xm7KsD4,1,1
OSIAwYUWOhQ,1,1
7RrRnWLgNbg,1,1
PKtTmZnVhhI,1,1
nm4A-3gWl7o,1,1
bDKex0BTTkg,1,1
83cV5aV8__A,1,1
yUif6C_uJgk,1,1
dT8dmvAzIqA,1,1
OAQ2jq6vwsE,1,1
r26bNe0MTzs,1,1
Cy44KlXh6Co,1,1
RsxjXArvdXU,1,1
QTPW_cIYp9o,1,1
vOj_EmNzlUM,1,1
XDpoBc8t6gE,1,1
OaQwcXo7tx4,1,1
WuSiuMuBLhM,1,1
ffxKSjUwKdU,1,1
2StOkSuJ6_U,1,1
jDDy-Vh55to,1,1
rIKIzaQpWSc,1,1
i5awdHiiEpU,1,1
o7by30dPGuU,1,1
x57ZM02NhF0,1,1
lCRZCEQpOqY,1,1
WErmbh2jt4s,1,1
uJE8pfPfVRo,1,1
wfWMv8Y1V5E,1,1
tIKhqEXEt28,1,1
l48DPVyuGoA,1,1
R5rqBA2xxTI,1,1
GdYNJKZ9RDU,1,1
rYc_wtSV-Wc,1,1
SYFNG2haJoI,1,1
ArdBI_F1LKo,1,1
QQ2OKoLpNBM,1,1
qqIyH_9uaOQ,1,1
gGfVLR-ml6s,1,1
uWBjWNqSVOc,1,1
tMzZrrw2yEc,1,1
f2-Ad8A3C9U,1,1
ORz6cOa-Lfs,1,1
DRrN2gJba90,1,1
_pvfos5qYDw,0,1
Q8oS_B6IaKE,0,1
KY3D8uuR0MI,0,1
kryuiydSOCI,0,1
4zOMNmuQj_s,0,1
zHqXg9TqS6c,0,1
F9hxVR4ci8A,0,1
j2311FZWoFQ,0,1
QPY4h-nDIZ8,0,1
iSgUMPHQEWw,0,1
NZKXkD6EgBk,0,1
IpT5SBg1Mmk,0,1
x1ea7Dh53lg,0,1
Ml90FJK-emo,0,1
9_k_goMr5ZI,0,1
3Z8KZL6fHVM,0,1
-QMIj7URNm0,0,1
YpVunjboAWg,0,1
8CKuWPRq2Ps,0,1
hOl3Rp9zK28,0,1
HqmpIQ9l-uA,0,1
De6GrveAjzo,0,1
efLcgUQmyT8,0,1
KNXnRMm6rCY,0,1
wLjNTTCVat0,0,1
RF1yQMPMEMo,0,1
hTBPPSNGYi8,0,1
HL548cHH3OY,0,1
L1P3Pzu66yM,0,1
lzFnojEjjiU,0,1
Zo6UnKr6Bwg,0,1
z_kLmNPlolY,0,1
cQUSboTyoVE,0,1
UhHEw-jfL0k,0,1
cUcrA3nRcPE,0,1
OmEyb87NlQo,0,1
Fl0gVNWwBA0,0,1
0fcbJzKmTm0,0,1
XBDcNrVM17Q,0,1
PdqoIrg4vds,0,1
9cD84cU7hcE,0,1
HrqyWLjmZq4,0,1
MwvITR0d93g,0,1
Y9GKNbNSpM8,0,1
oFhWIzPMpbo,0,1
PN0RPWII7gY,0,1
MwWCKx7Yzx4,0,1
pguMUFyJ3_U,0,1
E7SSC3ex-bA,0,1
AetxfM8TFHI,0,1
jVdJ4xtuLlc,0,1
R5GNIZP0ceE,0,1
PwXOgzmTbVU,0,1
jStR7SMv-kM,0,1
j3g2Zh8FoIw,0,1
7Rihk7_2BVw,0,1
hpjV962DLWs,0,1
Ew-5rO8b67I,0,1
SsKlf_x9zRE,0,1
Mfmt4HKnPZU,0,1
vxOBeUMu2LA,0,1
F2ieMGqphyA,0,1
g_XNPNYCUSU,0,1
Sk19rJiXAws,0,1
7pGORnxcLuU,0,1
ZgJ0GHXqAyI,0,1
1DRq05uih2s,0,1
BMml9ucfpsk,0,1
rymUSbYQjw8,0,1
Gyw39jJJzlo,0,1
ZXZ8xtgmK-Q,0,1
Bh1XRH4HrOY,0,1
5qkfAc_6dv0,0,1
c59bf7gAvj0,0,1
cLbgNvjyS4I,0,1
MDpelrjY224,0,1
A9RLCKYf070,0,1
B42HTy-gRVA,0,1
AnuRpb9yml0,0,1
nXicXWaz1tA,0,1
9sYVaqynPD4,0,1
ZkKYTvSPzNs,0,1
xgNnEkzWwt8,0,1
HhuGQUZJot8,0,1
hXd6u9o6dYY,0,1
ftw-FGcnoog,0,1
x8nkQYN9MhI,0,1
Mgfe5tIwOj0,0,1
stKE-mSF1X4,0,1
pWki4f69hRk,0,1
ObXGRPNzX60,0,1
c0d-SF_51gg,0,1
v3H3lKt5_BM,0,1
fbzEOQLOAWw,0,1
1I-9xZZ4TmY,0,1
wdjgjSN9MIE,0,1
01vZrReuV84,0,1
CWs2ts7LMTU,0,1
8cFnewlPpzI,0,1
DlyFU2X4eBM,0,1
AcVQJJoD45w,0,1
MYTLpMdJwoM,0,1
bOylOEGY9M4,0,1
VTYJZtnUuF0,0,1
vbkB1n-M3lA,0,1
wI1GcWaZELQ,0,1
8WP1p3mUKDw,0,1
4Cc1R1QSPuE,0,1
0d9FCNUWu3I,0,1
tSg2OIFum3o,0,1
HpWl_IsPneI,0,1
ULDpT7ooBXg,0,1
wZIPulxb1Mg,0,1
8eFk8fMM8wU,0,1
ii63fKLTSuU,0,1
Qa94KDFhOkg,0,1
mvm94iI83zc,0,1
f-s9uXvwrws,0,1
rNvULk__A8U,0,1
GXTV4pYVk20,0,1
y3FGucaZk2Y,0,1
EdyzIh0to1c,0,1
JE63vMzb3UE,0,1
xW8cSYuopAQ,0,1
bM1tlZk4vgs,0,1
5I_pLiWLZPU,0,1
IreH88K1Whs,0,1
fyv5CBCnx6Q,0,1
pyCkhPTU13w,0,1
o7gdC6XWIoU,0,1
3K4K0CXjJts,0,1
n2MVzP4MaJ0,0,1
I7xAnYT1aUg,0,1
QY0427CotFg,0,1
T2AoXmVP-hE,0,1
eXsox2-70VE,0,1
YDkqu7GPd0o,0,1
MR92zzJW_ak,0,1
kbaaSJgZWbg,0,1
sLT2MS7VitU,0,1
yjc5rg5pyhQ,0,1
8tKKNV5sXUs,0,1
-0NY2DvefSM,0,1
Zjsf-13YMAA,0,1
NyvbFSve_Fo,0,1
KjQSSYOTXzk,0,1
oyiWQ3l66Nk,0,1
av6Db2aOxTI,0,1
YVJijQIualA,0,1
kIGwLguW2Cw,0,1
N4d7Wp9kKjA,0,1
VwAnsAUYnw4,0,1
OBvh0afx6aU,0,1
_S52gjFOJnA,0,1
lZHHmyFhp6M,0,1
eOB4VdlkzO4,0,1
rwQ6hXVbD74,0,1
WqEIiwnJXUI,0,1
Zvpdq571vNU,0,1
tn76EFtQlhk,0,1
IPnP_t4mfQc,0,1
ssWpjC6s9HI,0,1
d5nnLzeBZK0,0,1
oup-m8Hxx4Y,0,1
aTLJ8A4qYAI,0,1
9meo3vazXcw,0,1
i1Y9DdjP5ZU,0,1
Yc8pu8TC7IM,0,1
SWK8YM5F9lA,0,1
P3yDGc5kY7Y,0,1
3xt8Mp8oWzc,0,1
fwNGR792Ifk,0,1
DeiCweII77E,0,1
SPBVplEp7xE,0,1
BvmORF7DLFM,0,1
EOYscmRk7Tw,0,1
0_rlfpIOHfc,0,1
fIoxpiS01gE,0,1
RQu5XfNXkdc,0,1
m6yED9alU98,0,1
eIrUcyiAduw,0,1
-Vx-OpnWoAA,0,1
Lb8V1LzoNPA,0,1
2zTKmTCer80,0,1
XXoYue809kA,0,1
DtmW48QJ9jE,0,1
qYKUssy1BR8,0,1
nnLdw5IOvy4,0,1
PAAUqBghiVo,0,1
BbWRhJt4zuc,0,1
_ZdsmLgCVdU,0,1
CqaAs_3azSs,0,1
aWJB9EMpRlA,0,1
Tm2BsOnAYcM,0,1
N8yu8Xtf-VM,0,1
rRva0YOVtcI,0,1
uEpoiiehuXQ,0,1
DRS_PpOrUZ4,0,1
vwzex56OjJ0,0,1
bc2g3avmhRA,0,1
7PmUtmfTmbg,0,1
z_I2zdpyB8k,0,1
k5TqNsr6YuQ,0,1
XO7JGfqPB0s,0,1
Sd8nU87OCrA,0,1
Ov5e0SLGEgg,0,1
mdqU6Erw3kk,0,1
b7-WD9P4jvo,0,1
DW3pZjmS3rg,0,1
FWRCJhsz5t4,0,1
JiDnB-CrrNs,0,1
tPQ0PDi6m1k,0,1
szj7efHG-00,0,1
1t4EK3CakcM,0,1
StlMdNcvCJo,0,1
nC02WHkSLKA,0,1
jHNaNBrR7Nw,0,1
fJ9rUzIMcZQ,0,1
MSJmaeqtWSA,0,1
-crgQGdpZR0,0,1
_IYdZYZeQSI,0,1
fVb5Ao9s8U4,0,1
tx1lH1ucdQ4,0,1
CWJmBBxJlig,0,1
mOKqNxN4jWM,0,1
cnXr6x_aApQ,0,1
EMu1ob2rL7o,0,1
oNEkBWq5C1g,0,1
KWhMyOs0pCQ,0,1
xnZiIfHHIHs,0,1
D2QNhCer80k,0,1
V6HeKc_ZC7k,0,1
00qC_XUTeRo,0,1
ex6lE7h1R2I,0,1
iMDb5ukAP9Q,0,1
xvZeYDBY4fw,0,1
Q2evIg-aYw8,0,1
RwaYflHAIGQ,0,1
0TDlPt3ly80,0,1
pj-N9IDoo_M,0,1
S10HMOioZp8,0,1
IIj7j7mtNS4,0,1
pwIfXoJzuxs,0,1
9LZodT4pAHU,0,1
D32j-BCxPaY,0,1
58aaIyCF06s,0,1
rtL5oMyBHPs,0,1
TdUdsKOw2r8,0,1
eHSX8YSoyNM,0,1
_4i6d36zo-Y,0,1
s6nJTmr-ntY,0,1
FwxpMIEZ9fg,0,1
NmOHPxfIsEw,0,1
5cUNTgM6IAw,0,1
nrWMBC6yoME,0,1
ck11pWTc2g8,0,1
LhWGfhKRA8M,0,1
hOgWU7LtD0w,0,1
Co7EGYT4mDI,0,1
hXnMSaK6C2w,0,1
6-g0jxauBJg,0,1
buZBbyBwCjk,0,1
NryMxdGwUrw,0,1
SA7AIQw-7Ms,0,1
mI32h7TLzr8,0,1
LaYxcGVj38k,0,1
tmozGmGoJuw,0,1
9G_sP8soxwQ,0,1
-5n3U2yjfDM,0,1
1Vu-aAH66u8,0,1
GoVfmbI7KWA,0,1
gVFIBYJFoew,0,1
8ESLx4K0wXs,0,1
WgFeKDu297c,0,1
SaK4t6hKKO4,0,1
Yp257b5APOg,0,1
VZ2DSbq76vI,0,1
sRvEwXDxz_I,0,1
j6N3VDhIcP4,0,1
6CJrUJVtV-E,0,1
ECiMhe4E0pI,0,1
GjP-6KplcJQ,0,1
10Jg_25ytU0,0,1
fKKNPLowteY,0,1
g9zFzKA2r5o,0,1
0R5ShDS5nxE,0,1
41tdnmaK3tM,0,1
79_ix_f82AE,0,1
